ref_id,site_code,service_date,category,sub_category,status_note,amount,comment
837252,LOU-09,2026-03-30,REF NOTE: Intake,Standard,Closed,501.14,prefixed
924818,BAL-11,2026-03-06,Intake,Priority,Escalated,514.91,first pass
822519,BAL-11,2026-03-11,Intake,Standard,Reviewed,662.23,first pass
750393,LOU-09,2026-03-31,Renewal,Priority,Escalated,892.88,bare
139534,BAL-11,2026-03-18,REF NOTE: Intake,Standard,,22.03,unique
168447,FFX-03,2026-03-31,Renewal,Priority,Closed,429.24,prefixed
237910,ARL-07,2026-03-21,Appeal,Priority,Closed,936.47,prefixed
152807,ARL-07,2026-03-30,REF NOTE: Intake,Priority,Escalated,325.8,prefixed
790721,ARL-07,2026-03-18,Intake,Standard,Verified,45.75,prefixed
705089,BAL-11,2026-03-28,Appeal,Priority,Open,695.81,bare
556928,FFX-03,2026-03-06,REF NOTE: Intake,Standard,Escalated,347.74,unique
613726,FFX-03,2026-03-17,REF NOTE: Intake,Priority,,0.56,prefixed
765771,BAL-11,2026-03-05,Renewal,Priority,Closed,555.43,bare
637420,ARL-07,2026-03-15,Intake,Standard,Open,194.84,unique
919572,STL-02,2026-03-21,Renewal,Standard,,471.78,unique
399248,BAL-11,2026-03-26,Appeal,Standard,Open,726.11,unique
313755,FFX-03,2026-03-24,Intake,Priority,Open,546.45,unique
662357,LOU-09,2026-03-13,Intake,Priority,Escalated,994.05,first pass
976792,LOU-09,2026-03-12,Intake,Standard,Closed,627.26,prefixed
305128,ARL-07,2026-03-14,Appeal,Priority,Reviewed,86.72,prefixed
909509,BAL-11,2026-03-10,Renewal,Standard,Closed,475.24,first pass
481342,FFX-03,2026-03-31,Intake,Standard,Escalated,522.41,bare
981621,ARL-07,2026-03-24,Intake,Standard,Verified,556.7,bare
164341,LOU-09,2026-03-15,Intake,Priority,Escalated,309.69,bare
972888,FFX-03,2026-03-12,Renewal,Standard,Escalated,279.24,first pass
438407,BAL-11,2026-03-04,REF NOTE: Intake,Standard,Verified,130.08,unique
494103,FFX-03,2026-03-27,Appeal,Standard,Verified,414.15,unique
852845,FFX-03,2026-03-20,Appeal,Priority,,597.14,unique
973601,FFX-03,2026-03-07,REF NOTE: Intake,Standard,Escalated,296.89,unique
147549,BAL-11,2026-03-20,Intake,Priority,Escalated,870.36,first pass
220712,LOU-09,2026-03-14,Intake,Standard,Closed,263.7,unique
227172,STL-02,2026-03-25,REF NOTE: Intake,Priority,Open,933.95,bare
743484,ARL-07,2026-03-15,Appeal,Standard,Escalated,49.82,first pass
534841,ARL-07,2026-03-12,Appeal,Standard,Reviewed,387.09,bare
509107,FFX-03,2026-03-21,REF NOTE: Intake,Standard,Escalated,817.49,prefixed
951184,ARL-07,2026-03-21,Intake,Standard,Verified,947.21,bare
533442,BAL-11,2026-03-04,Intake,Standard,Verified,514.98,first pass
946098,ARL-07,2026-03-23,Appeal,Priority,Closed,120.35,first pass
191214,BAL-11,2026-03-16,Appeal,Priority,Closed,197.26,unique
118262,STL-02,2026-03-14,Intake,Standard,Reviewed,737.55,prefixed
208805,BAL-11,2026-03-08,Renewal,Standard,Closed,210.16,first pass
840134,BAL-11,2026-03-08,Intake,Priority,Escalated,653.32,first pass
220684,BAL-11,2026-03-15,Appeal,Standard,Escalated,90.75,prefixed
193786,FFX-03,2026-03-16,REF NOTE: Intake,Standard,Verified,728.41,prefixed
853846,STL-02,2026-03-05,Appeal,Standard,Open,144.54,unique
419421,STL-02,2026-03-05,REF NOTE: Intake,Priority,Verified,915.08,bare
686605,STL-02,2026-03-31,Appeal,Priority,,792.03,first pass
866967,STL-02,2026-03-24,Intake,Standard,Escalated,486.62,bare
467696,ARL-07,2026-03-07,REF NOTE: Intake,Priority,Verified,444.09,unique
328888,BAL-11,2026-03-21,REF NOTE: Intake,Standard,,126.67,bare
388973,BAL-11,2026-03-23,Intake,Priority,Open,264.65,prefixed
626083,BAL-11,2026-03-29,Renewal,Standard,,156.27,bare
662717,LOU-09,2026-03-17,REF NOTE: Intake,Priority,Open,252.06,prefixed
287337,ARL-07,2026-03-27,Appeal,Standard,Closed,832.16,prefixed
451211,STL-02,2026-03-20,Renewal,Standard,Escalated,546.91,first pass
629181,ARL-07,2026-03-04,Renewal,Standard,Escalated,617.39,unique
852105,FFX-03,2026-03-26,REF NOTE: Intake,Standard,Open,325.99,first pass
101781,STL-02,2026-03-26,Renewal,Priority,,91.53,first pass
814345,FFX-03,2026-03-18,Intake,Standard,,530.46,unique
294126,ARL-07,2026-03-13,Intake,Standard,Verified,732.07,bare
593169,LOU-09,2026-03-13,Renewal,Priority,Reviewed,605.18,first pass
456649,ARL-07,2026-03-27,REF NOTE: Intake,Priority,,929.03,prefixed
495021,FFX-03,2026-03-23,Intake,Priority,Verified,386.79,first pass
378348,LOU-09,2026-03-11,Intake,Standard,Reviewed,72.78,unique
281839,FFX-03,2026-03-24,Intake,Priority,Open,906.3,unique
463012,LOU-09,2026-03-15,Intake,Standard,Reviewed,428.21,prefixed
814844,BAL-11,2026-03-04,Appeal,Priority,Reviewed,690.36,unique
583983,FFX-03,2026-03-25,Intake,Priority,Escalated,341.24,prefixed
439606,FFX-03,2026-03-23,REF NOTE: Intake,Standard,Escalated,820.08,bare
495850,ARL-07,2026-03-06,REF NOTE: Intake,Priority,Closed,444.32,prefixed
511545,FFX-03,2026-03-15,Appeal,Priority,Reviewed,593.04,prefixed
178207,STL-02,2026-03-05,Intake,Priority,Escalated,280.73,bare
910487,BAL-11,2026-03-10,REF NOTE: Intake,Standard,Reviewed,827.94,unique
951846,LOU-09,2026-03-04,Appeal,Standard,Verified,764.85,prefixed
512487,LOU-09,2026-03-17,REF NOTE: Intake,Priority,,241.09,prefixed
784648,STL-02,2026-03-30,REF NOTE: Intake,Standard,Escalated,260.98,bare
590551,FFX-03,2026-03-28,REF NOTE: Intake,Priority,Escalated,635.37,unique
508886,BAL-11,2026-03-26,REF NOTE: Intake,Priority,,690.53,prefixed
717469,ARL-07,2026-03-12,REF NOTE: Intake,Priority,Open,994.49,bare
970924,ARL-07,2026-03-25,Intake,Priority,Reviewed,871.75,first pass
344904,FFX-03,2026-03-29,Appeal,Standard,Escalated,727.37,unique
773123,LOU-09,2026-03-14,REF NOTE: Intake,Standard,,432.3,first pass
963740,BAL-11,2026-03-29,Appeal,Standard,Open,907.45,first pass
319043,FFX-03,2026-03-16,Appeal,Priority,Closed,799.75,bare
331314,BAL-11,2026-03-15,Intake,Priority,Open,191.36,first pass
764796,FFX-03,2026-03-23,Renewal,Priority,,423.46,prefixed
963709,BAL-11,2026-03-13,Intake,Priority,Escalated,359.96,unique
946596,FFX-03,2026-03-30,Intake,Standard,Escalated,983.5,unique
333846,STL-02,2026-03-24,Renewal,Priority,,924.38,bare
895509,STL-02,2026-03-04,REF NOTE: Intake,Standard,Closed,631.84,first pass
494704,ARL-07,2026-03-17,Appeal,Priority,Open,691.84,bare
520800,ARL-07,2026-03-30,Renewal,Standard,,541.3,prefixed
330445,BAL-11,2026-03-06,Renewal,Priority,Closed,443.75,prefixed
564737,FFX-03,2026-03-24,Renewal,Standard,Closed,223.35,unique
889035,ARL-07,2026-03-06,Intake,Priority,Reviewed,184.05,prefixed
977919,LOU-09,2026-03-30,Renewal,Priority,Reviewed,250.05,first pass
663161,STL-02,2026-03-08,REF NOTE: Intake,Standard,Closed,654.35,prefixed
313767,ARL-07,2026-03-22,Appeal,Standard,Verified,476.02,first pass
122095,ARL-07,2026-03-09,Appeal,Priority,Verified,756.55,bare
758713,ARL-07,2026-03-06,Intake,Standard,,416.01,first pass
653427,LOU-09,2026-03-11,Intake,Standard,Verified,90.51,bare
651797,BAL-11,2026-03-15,Appeal,Standard,Reviewed,672.95,prefixed
613691,FFX-03,2026-03-17,Appeal,Priority,Escalated,307.39,prefixed
538174,FFX-03,2026-03-06,Renewal,Priority,Verified,823.29,first pass
304785,STL-02,2026-03-12,Appeal,Standard,Reviewed,347,first pass
790121,LOU-09,2026-03-22,Renewal,Priority,Verified,812.77,unique
574760,FFX-03,2026-03-16,Renewal,Priority,Reviewed,704.91,unique
131039,LOU-09,2026-03-06,REF NOTE: Intake,Priority,Closed,71.93,prefixed
267961,STL-02,2026-03-10,REF NOTE: Intake,Standard,Escalated,640.95,prefixed
197806,ARL-07,2026-03-10,Renewal,Priority,Open,367.77,first pass
795599,LOU-09,2026-03-30,Renewal,Priority,Open,62.85,bare
835678,BAL-11,2026-03-09,Renewal,Standard,Open,24.43,bare
199657,FFX-03,2026-03-22,Renewal,Standard,Closed,705.47,bare
424435,LOU-09,2026-03-14,REF NOTE: Intake,Standard,Reviewed,993.01,bare
647742,STL-02,2026-03-21,REF NOTE: Intake,Priority,Closed,77.84,bare
881148,STL-02,2026-03-28,REF NOTE: Intake,Standard,,268.51,prefixed
631090,BAL-11,2026-03-18,Renewal,Standard,,505.77,first pass
320371,STL-02,2026-03-10,Appeal,Standard,Closed,43.44,unique
196955,BAL-11,2026-03-07,Appeal,Priority,Escalated,889.08,unique
631715,BAL-11,2026-03-07,Intake,Priority,Reviewed,473.01,unique
480103,ARL-07,2026-03-21,Renewal,Standard,Open,589.65,prefixed
715332,FFX-03,2026-03-09,Intake,Priority,Open,991.68,bare
547593,LOU-09,2026-03-10,Renewal,Standard,Escalated,132.29,first pass
913489,LOU-09,2026-03-10,Intake,Priority,Escalated,265.41,prefixed
877748,STL-02,2026-03-28,Renewal,Standard,Reviewed,237.18,prefixed
215738,STL-02,2026-03-13,Renewal,Priority,,355.6,unique
830596,LOU-09,2026-03-20,Intake,Priority,Closed,602.87,prefixed
125473,FFX-03,2026-03-20,Intake,Standard,Closed,791.2,bare
457854,LOU-09,2026-03-22,REF NOTE: Intake,Priority,Verified,957.72,first pass
713917,LOU-09,2026-03-13,Intake,Standard,,542.66,bare
616463,BAL-11,2026-03-28,Appeal,Priority,Verified,217.82,unique
803057,STL-02,2026-03-08,REF NOTE: Intake,Priority,Escalated,429.15,first pass
247293,STL-02,2026-03-07,REF NOTE: Intake,Priority,Open,297.83,bare
110082,FFX-03,2026-03-10,REF NOTE: Intake,Priority,Escalated,97.28,first pass
389199,LOU-09,2026-03-07,Renewal,Priority,Closed,771.57,first pass
622353,STL-02,2026-03-09,Renewal,Priority,Closed,231,first pass
931331,ARL-07,2026-03-11,REF NOTE: Intake,Priority,,369.72,unique
682849,STL-02,2026-03-30,REF NOTE: Intake,Priority,Closed,197.47,prefixed
443278,LOU-09,2026-03-25,Intake,Priority,Reviewed,317.75,prefixed
530773,BAL-11,2026-03-31,Appeal,Priority,Escalated,530.27,first pass
216187,BAL-11,2026-03-15,Intake,Standard,,987.49,prefixed
263932,ARL-07,2026-03-26,Appeal,Priority,,889.02,first pass
471453,ARL-07,2026-03-30,Renewal,Standard,Escalated,877.14,prefixed
523407,ARL-07,2026-03-29,REF NOTE: Intake,Priority,Escalated,822.01,prefixed
493078,STL-02,2026-03-20,Intake,Priority,Open,807.13,first pass
109227,FFX-03,2026-03-14,Renewal,Priority,Escalated,468.05,first pass
896078,BAL-11,2026-03-23,Appeal,Priority,Open,571.43,prefixed
990917,BAL-11,2026-03-13,Intake,Standard,,453.69,prefixed
829399,STL-02,2026-03-04,Renewal,Priority,,406.48,first pass
785005,LOU-09,2026-03-14,Intake,Standard,Reviewed,626.88,first pass
860939,FFX-03,2026-03-10,Intake,Priority,,213.15,first pass
994987,FFX-03,2026-03-16,Renewal,Priority,,887.47,unique
236763,STL-02,2026-03-25,Appeal,Standard,Verified,812.32,unique
337504,LOU-09,2026-03-22,REF NOTE: Intake,Priority,Verified,463.79,unique
137806,LOU-09,2026-03-09,REF NOTE: Intake,Priority,Verified,843.87,unique
348796,ARL-07,2026-03-04,Intake,Priority,Open,294.72,bare
343961,BAL-11,2026-03-18,Intake,Standard,Verified,584.65,prefixed
931487,FFX-03,2026-03-16,Intake,Priority,Escalated,223.43,prefixed
724039,ARL-07,2026-03-25,REF NOTE: Intake,Standard,Verified,706.18,prefixed
712354,FFX-03,2026-03-17,Intake,Priority,Verified,26.08,unique
896815,BAL-11,2026-03-08,Intake,Priority,Verified,201.76,bare
719735,BAL-11,2026-03-27,REF NOTE: Intake,Standard,Closed,682.84,first pass
105624,STL-02,2026-03-20,Renewal,Standard,Verified,659.18,unique
744659,STL-02,2026-03-07,Intake,Standard,Open,63.73,unique
325077,STL-02,2026-03-28,Appeal,Standard,,154.82,unique
411667,BAL-11,2026-03-16,Appeal,Priority,Open,426.96,unique
825826,FFX-03,2026-03-10,Intake,Priority,,102.95,first pass
684169,FFX-03,2026-03-17,Appeal,Priority,Reviewed,907.45,unique
971762,BAL-11,2026-03-27,Appeal,Standard,Escalated,857.01,prefixed
798723,BAL-11,2026-03-31,Renewal,Priority,Reviewed,867.96,bare
570053,STL-02,2026-03-05,REF NOTE: Intake,Priority,Verified,64.34,unique
576267,STL-02,2026-03-31,Intake,Standard,Reviewed,471.74,bare
565256,ARL-07,2026-03-07,Appeal,Standard,Escalated,199.72,first pass
912076,ARL-07,2026-03-26,Intake,Standard,,754.08,prefixed
188069,ARL-07,2026-03-11,Appeal,Priority,Escalated,214.71,first pass
800975,STL-02,2026-03-18,Appeal,Standard,,478.73,first pass
108582,STL-02,2026-03-24,Intake,Standard,Closed,347.23,bare
570492,ARL-07,2026-03-23,Appeal,Priority,Reviewed,87.08,first pass
403087,LOU-09,2026-03-12,Intake,Standard,Escalated,239.48,first pass
902417,BAL-11,2026-03-09,REF NOTE: Intake,Priority,Closed,519.98,first pass
812642,LOU-09,2026-03-11,Appeal,Priority,Open,151.12,bare
912754,LOU-09,2026-03-20,REF NOTE: Intake,Priority,Verified,820.69,bare
632792,LOU-09,2026-03-10,REF NOTE: Intake,Standard,Closed,160.17,unique
567012,FFX-03,2026-03-30,Appeal,Priority,,430.05,first pass
553631,FFX-03,2026-03-10,Intake,Priority,Reviewed,387.24,bare
994581,ARL-07,2026-03-12,Appeal,Priority,Verified,448.64,first pass
716594,STL-02,2026-03-22,REF NOTE: Intake,Priority,Open,921.36,unique
749961,STL-02,2026-03-15,Appeal,Standard,Verified,865.66,bare
427088,LOU-09,2026-03-04,Appeal,Priority,Reviewed,870.27,bare
466530,ARL-07,2026-03-30,Renewal,Standard,Reviewed,606.75,unique
488985,STL-02,2026-03-10,Intake,Priority,,798.46,first pass
504266,LOU-09,2026-03-27,Intake,Priority,Reviewed,16.46,prefixed
600373,FFX-03,2026-03-30,Appeal,Standard,Open,385.02,bare
847436,STL-02,2026-03-20,Renewal,Priority,Closed,111.93,bare
258486,LOU-09,2026-03-11,Intake,Standard,Open,956.16,prefixed
419291,FFX-03,2026-03-11,Appeal,Standard,Reviewed,187.02,prefixed
803617,ARL-07,2026-03-31,REF NOTE: Intake,Standard,Escalated,288.4,unique
453363,STL-02,2026-03-17,REF NOTE: Intake,Standard,Open,439.74,unique
353205,FFX-03,2026-03-16,Renewal,Priority,Reviewed,793.51,first pass
942566,FFX-03,2026-03-04,Renewal,Priority,Verified,584.15,prefixed
281695,BAL-11,2026-03-28,Intake,Standard,,582.45,first pass
634980,FFX-03,2026-03-20,Intake,Priority,Reviewed,502.57,prefixed
671420,BAL-11,2026-03-05,Intake,Priority,Open,548.24,first pass
617142,ARL-07,2026-03-28,REF NOTE: Intake,Standard,,20.02,prefixed
332188,ARL-07,2026-03-28,Appeal,Priority,Verified,236.25,first pass
840105,FFX-03,2026-03-21,Appeal,Priority,Open,732.2,bare
832072,LOU-09,2026-03-24,REF NOTE: Intake,Standard,Closed,1.19,bare
532959,FFX-03,2026-03-24,Renewal,Priority,,398.3,unique
190731,STL-02,2026-03-19,REF NOTE: Intake,Priority,,543.37,unique
212295,LOU-09,2026-03-30,Intake,Priority,Verified,893.27,bare
754740,FFX-03,2026-03-21,REF NOTE: Intake,Standard,Verified,21.1,bare
766145,LOU-09,2026-03-22,Renewal,Standard,Reviewed,789.43,first pass
679445,ARL-07,2026-03-26,REF NOTE: Intake,Priority,Open,341.58,unique
901477,BAL-11,2026-03-28,Renewal,Standard,,758.28,unique
311599,FFX-03,2026-03-13,REF NOTE: Intake,Standard,Verified,120.72,first pass
645505,FFX-03,2026-03-11,Intake,Standard,Reviewed,620.57,first pass
631686,STL-02,2026-03-26,REF NOTE: Intake,Priority,Closed,992.75,bare
376651,FFX-03,2026-03-10,Renewal,Standard,Escalated,760.09,bare
483501,BAL-11,2026-03-25,Appeal,Standard,,157.06,bare
965257,BAL-11,2026-03-11,Intake,Standard,Escalated,6.99,prefixed
215337,FFX-03,2026-03-08,REF NOTE: Intake,Standard,Open,123.48,bare
984018,FFX-03,2026-03-26,Appeal,Standard,Reviewed,4.64,unique
123561,STL-02,2026-03-23,Renewal,Priority,Reviewed,801.75,bare
443700,STL-02,2026-03-10,Renewal,Standard,Open,533.63,bare
429353,ARL-07,2026-03-14,Renewal,Standard,Verified,260.84,first pass
930142,LOU-09,2026-03-23,Intake,Standard,Verified,574.22,bare
673376,LOU-09,2026-03-31,Intake,Priority,Verified,432.02,first pass
603440,BAL-11,2026-03-12,Intake,Priority,Reviewed,859.3,prefixed
118370,LOU-09,2026-03-21,Intake,Standard,,662.4,bare
221247,BAL-11,2026-03-21,Appeal,Priority,Closed,880.81,unique
410895,BAL-11,2026-03-14,Renewal,Standard,Open,648.33,unique
943217,BAL-11,2026-03-08,REF NOTE: Intake,Priority,Open,360.51,prefixed
349434,FFX-03,2026-03-09,Renewal,Standard,,836.37,first pass
529571,ARL-07,2026-03-14,Appeal,Priority,Reviewed,939.62,first pass
600539,LOU-09,2026-03-25,Renewal,Standard,Open,711.63,first pass
350071,ARL-07,2026-03-17,Intake,Priority,Open,658.04,prefixed
331985,STL-02,2026-03-14,Intake,Standard,Open,474.9,bare
128840,BAL-11,2026-03-07,REF NOTE: Intake,Standard,Reviewed,824.03,unique
810386,STL-02,2026-03-30,Appeal,Standard,,811.47,prefixed
597819,LOU-09,2026-03-27,Appeal,Standard,,276.41,bare
111316,STL-02,2026-03-22,Intake,Priority,,782.53,first pass
267157,ARL-07,2026-03-05,Renewal,Standard,,236.54,bare
609301,FFX-03,2026-03-16,Intake,Standard,,225.47,prefixed
974341,LOU-09,2026-03-09,Intake,Priority,Reviewed,875.22,bare
558778,ARL-07,2026-03-05,Appeal,Priority,Reviewed,471.87,bare
840244,FFX-03,2026-03-15,Intake,Standard,Reviewed,83.99,prefixed
501466,ARL-07,2026-03-26,REF NOTE: Intake,Standard,Verified,111.48,first pass
270257,LOU-09,2026-03-10,Appeal,Priority,Verified,460.55,prefixed
693487,FFX-03,2026-03-11,Intake,Standard,,19.7,unique
554185,ARL-07,2026-03-29,REF NOTE: Intake,Priority,Verified,181.06,unique
769794,LOU-09,2026-03-04,Appeal,Priority,,885.46,bare
768517,FFX-03,2026-03-29,Renewal,Standard,Open,736.14,prefixed
110316,ARL-07,2026-03-05,Intake,Priority,Escalated,129.34,bare
361405,BAL-11,2026-03-30,REF NOTE: Intake,Standard,Verified,722.31,unique
492556,BAL-11,2026-03-04,Renewal,Priority,Escalated,881.55,unique
580875,ARL-07,2026-03-10,Intake,Standard,Open,285.84,first pass
463373,FFX-03,2026-03-19,Appeal,Priority,Open,728.95,first pass
899000,LOU-09,2026-03-07,REF NOTE: Intake,Priority,,961,unique
369127,ARL-07,2026-03-21,REF NOTE: Intake,Standard,Closed,264.95,bare
772855,STL-02,2026-03-10,REF NOTE: Intake,Standard,Verified,592.62,bare
552455,ARL-07,2026-03-30,Appeal,Standard,Open,250.48,prefixed
250282,ARL-07,2026-03-22,REF NOTE: Intake,Priority,Verified,612.26,first pass
444427,BAL-11,2026-03-15,REF NOTE: Intake,Priority,Open,974.02,first pass
944171,FFX-03,2026-03-17,Renewal,Standard,,993.92,prefixed
880626,BAL-11,2026-03-11,REF NOTE: Intake,Standard,Verified,379.98,bare
699029,STL-02,2026-03-30,Renewal,Priority,Open,858.06,unique
545096,BAL-11,2026-03-29,Appeal,Standard,,805,unique
232540,STL-02,2026-03-20,Renewal,Priority,,549.29,bare
915089,ARL-07,2026-03-12,Renewal,Standard,Verified,948.07,first pass
657659,STL-02,2026-03-15,Renewal,Standard,Reviewed,473.53,unique
549833,LOU-09,2026-03-19,REF NOTE: Intake,Standard,Verified,620.7,bare
831053,LOU-09,2026-03-24,Renewal,Priority,Open,453.31,prefixed
858336,ARL-07,2026-03-27,REF NOTE: Intake,Priority,Reviewed,137.6,first pass
291178,ARL-07,2026-03-15,Intake,Standard,Reviewed,516.63,bare
899852,FFX-03,2026-03-13,Renewal,Priority,Escalated,64.13,prefixed
931751,LOU-09,2026-03-20,Renewal,Priority,Reviewed,65.49,prefixed
653012,BAL-11,2026-03-29,Intake,Standard,Closed,725.99,bare
281439,ARL-07,2026-03-14,Renewal,Priority,Reviewed,227.5,first pass
319022,STL-02,2026-03-31,Intake,Priority,,88.65,unique
420474,BAL-11,2026-03-28,Renewal,Standard,Verified,848.25,unique
479789,STL-02,2026-03-09,REF NOTE: Intake,Standard,Reviewed,650.65,first pass
830164,LOU-09,2026-03-13,Renewal,Priority,,269.21,bare
950170,ARL-07,2026-03-21,REF NOTE: Intake,Standard,Closed,77.98,first pass
585871,LOU-09,2026-03-04,REF NOTE: Intake,Standard,,505.48,bare
576709,STL-02,2026-03-30,Appeal,Standard,Open,788.91,prefixed
816215,ARL-07,2026-03-29,REF NOTE: Intake,Standard,Closed,207.94,unique
741533,ARL-07,2026-03-17,REF NOTE: Intake,Standard,Verified,322.87,unique
728335,LOU-09,2026-03-19,Intake,Priority,Verified,395.93,first pass
803062,ARL-07,2026-03-25,REF NOTE: Intake,Standard,Escalated,477.1,first pass
889507,FFX-03,2026-03-08,Appeal,Priority,Escalated,178.8,unique
400831,BAL-11,2026-03-10,Appeal,Priority,Open,145.34,unique
685008,ARL-07,2026-03-14,REF NOTE: Intake,Standard,Open,859.61,bare
294489,LOU-09,2026-03-17,Appeal,Standard,Escalated,958.93,first pass
409141,STL-02,2026-03-28,Appeal,Standard,Open,12.47,unique
324249,FFX-03,2026-03-25,Renewal,Priority,Verified,17.26,first pass
827197,BAL-11,2026-03-25,REF NOTE: Intake,Priority,Reviewed,439.75,bare
206845,FFX-03,2026-03-27,Renewal,Priority,,649.42,bare
501281,FFX-03,2026-03-11,Renewal,Priority,Verified,708.15,unique
550190,LOU-09,2026-03-24,REF NOTE: Intake,Priority,Closed,606.9,first pass
422303,STL-02,2026-03-27,REF NOTE: Intake,Priority,Open,109.09,first pass
829524,STL-02,2026-03-10,Renewal,Standard,Reviewed,828.09,unique
446829,FFX-03,2026-03-25,Renewal,Priority,Open,29.87,first pass
923456,FFX-03,2026-03-25,Renewal,Standard,Open,805.23,bare
792265,ARL-07,2026-03-30,Intake,Priority,Reviewed,516.3,first pass
552221,FFX-03,2026-03-14,Appeal,Priority,,134.06,first pass
182316,BAL-11,2026-03-18,REF NOTE: Intake,Standard,Escalated,176.34,bare
364567,ARL-07,2026-03-29,REF NOTE: Intake,Standard,Reviewed,433.13,first pass
750551,FFX-03,2026-03-31,Renewal,Priority,Open,957.07,prefixed
606160,LOU-09,2026-03-10,REF NOTE: Intake,Standard,Closed,25.74,bare
737013,LOU-09,2026-03-27,Renewal,Standard,,928.26,first pass
824570,ARL-07,2026-03-06,REF NOTE: Intake,Priority,Verified,511.47,first pass
339365,STL-02,2026-03-19,Appeal,Standard,Reviewed,243.69,unique
670335,LOU-09,2026-03-18,Renewal,Priority,,188.89,first pass
714331,FFX-03,2026-03-27,Intake,Priority,Escalated,412.57,unique
777343,ARL-07,2026-03-20,Appeal,Priority,Reviewed,687.72,first pass
547671,STL-02,2026-03-27,REF NOTE: Intake,Priority,Open,898.61,prefixed
217138,STL-02,2026-03-13,REF NOTE: Intake,Priority,Verified,729.63,unique
661615,LOU-09,2026-03-05,Renewal,Standard,,639.64,prefixed
434601,LOU-09,2026-03-22,Intake,Priority,Escalated,656.18,unique
440745,STL-02,2026-03-07,Intake,Standard,Open,128.83,first pass
797720,BAL-11,2026-03-21,Appeal,Priority,Closed,872.61,unique
673010,LOU-09,2026-03-27,Appeal,Priority,Escalated,267.47,unique
402330,FFX-03,2026-03-12,REF NOTE: Intake,Priority,Open,183,prefixed
387002,STL-02,2026-03-19,REF NOTE: Intake,Priority,,852.27,bare
117244,BAL-11,2026-03-24,Renewal,Standard,Open,799.55,first pass
709446,STL-02,2026-03-05,Renewal,Priority,Escalated,625.56,prefixed
290373,BAL-11,2026-03-16,Renewal,Standard,,653.23,bare
133807,BAL-11,2026-03-11,Renewal,Priority,Reviewed,641.43,bare
417814,LOU-09,2026-03-30,Appeal,Priority,Open,209.92,first pass
622620,BAL-11,2026-03-10,Intake,Priority,Escalated,892.11,first pass
266159,ARL-07,2026-03-30,REF NOTE: Intake,Priority,Escalated,893.65,bare
841530,LOU-09,2026-03-07,Intake,Priority,Closed,825.88,prefixed
806692,FFX-03,2026-03-31,Appeal,Priority,Open,162.56,first pass
821194,LOU-09,2026-03-29,Intake,Priority,Escalated,459.33,unique
102298,BAL-11,2026-03-04,Renewal,Priority,Verified,393.62,first pass
757168,STL-02,2026-03-30,Intake,Priority,Open,152.31,prefixed
983905,FFX-03,2026-03-14,Intake,Priority,Escalated,766.51,bare
624105,STL-02,2026-03-17,Appeal,Priority,Reviewed,944.67,first pass
299365,STL-02,2026-03-12,REF NOTE: Intake,Priority,Escalated,945.3,prefixed
470980,FFX-03,2026-03-11,Intake,Priority,Escalated,339.3,bare
896551,STL-02,2026-03-16,Appeal,Priority,,328.64,bare
301993,ARL-07,2026-03-10,Appeal,Standard,Verified,9.89,bare
580477,FFX-03,2026-03-27,REF NOTE: Intake,Standard,Escalated,155.67,bare
381856,FFX-03,2026-03-11,Intake,Priority,,583.7,first pass
930596,LOU-09,2026-03-27,Appeal,Standard,Reviewed,637.59,prefixed
423147,FFX-03,2026-03-19,Renewal,Standard,Closed,135.21,prefixed
242338,ARL-07,2026-03-21,Intake,Standard,,244.16,prefixed
665108,STL-02,2026-03-21,Appeal,Priority,,576.64,unique
370171,STL-02,2026-03-15,Appeal,Standard,Closed,165.63,bare
682816,FFX-03,2026-03-26,Intake,Standard,Verified,762.39,first pass
117634,FFX-03,2026-03-30,Intake,Standard,Open,33.35,prefixed
119355,ARL-07,2026-03-20,Appeal,Priority,Open,869.08,first pass
297398,STL-02,2026-03-26,Intake,Priority,,104.01,first pass
212906,FFX-03,2026-03-31,Appeal,Standard,Reviewed,768.44,first pass
752105,ARL-07,2026-03-20,Intake,Priority,Closed,64.33,prefixed
448413,ARL-07,2026-03-21,Intake,Standard,Escalated,490.74,prefixed
384072,LOU-09,2026-03-10,Intake,Priority,Closed,312.51,first pass
540458,FFX-03,2026-03-04,Appeal,Standard,,60.74,unique
222203,LOU-09,2026-03-26,REF NOTE: Intake,Priority,Escalated,324.08,unique
125704,BAL-11,2026-03-10,Appeal,Standard,,570.45,unique
122164,STL-02,2026-03-31,Intake,Standard,Open,459.86,bare
990896,ARL-07,2026-03-29,Appeal,Priority,Open,194.8,unique
720832,BAL-11,2026-03-30,Intake,Priority,Open,159.08,prefixed
566138,ARL-07,2026-03-12,Intake,Priority,Verified,332.52,first pass
174154,LOU-09,2026-03-04,Appeal,Standard,Verified,859.74,bare
302633,ARL-07,2026-03-15,Renewal,Standard,Escalated,307.27,bare
529294,STL-02,2026-03-09,REF NOTE: Intake,Priority,Closed,567.59,bare
235289,STL-02,2026-03-26,Appeal,Priority,Closed,250.42,bare
881686,ARL-07,2026-03-26,REF NOTE: Intake,Standard,Escalated,765.31,unique
155338,LOU-09,2026-03-14,Intake,Priority,Closed,329.98,first pass
538056,BAL-11,2026-03-31,Intake,Priority,Closed,212.48,unique
406653,ARL-07,2026-03-24,REF NOTE: Intake,Priority,,327.84,unique
